,event_number,time,event_condition,event_time,event_wait,event_volume,event_action,valve_state,energy_use,water_use,tempering_water_use,      boiler_1_1,boiler_1_2,boiler_1_3,boiler_1_4,boiler_1_5,boiler_1_6,boiler_1_7,boiler_1_8,boiler_1_9,boiler_1_10,boiler_1_11,boiler_1_12,      boiler_2_1,boiler_2_2,boiler_2_3,boiler_2_4,boiler_2_5,boiler_2_6,boiler_2_7,boiler_2_8,boiler_2_9,boiler_2_10,boiler_2_11,boiler_2_12,      boiler_3_1,boiler_3_2,boiler_3_3,boiler_3_4,boiler_3_5,boiler_3_6,boiler_3_7,boiler_3_8,boiler_3_9,boiler_3_10,boiler_3_11,boiler_3_12,      boiler_4_1,boiler_4_2,boiler_4_3,boiler_4_4,boiler_4_5,boiler_4_6,boiler_4_7,boiler_4_8,boiler_4_9,boiler_4_10,boiler_4_11,boiler_4_12,      inlet_temp_strap,inlet_temp_probe,outlet_temp_strap,outlet_temp_probe,thermostat_temp,ambient_temp,tempering_temp,other
50,3,14:30:53 28/6/24,time,14:32:0 28/6/24,,,,open,51.88,17.00,0.00,110.00,110.00,0.00,0.00,0.00,75.53,0.00,0.00,0.00,0.00,68.00,110.00,110.00,110.00,72.53,110.00,110.00,110.00,0.00,37.97,110.00,25.80,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.40,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,20.65,-12.26,34.52,30.97,19.35,18.39,
51,3,14:30:54 28/6/24,time,14:32:0 28/6/24,,,,open,53.13,17.50,0.00,110.00,110.00,0.00,0.00,0.00,74.57,0.00,0.00,0.00,0.00,69.27,110.00,110.00,110.00,72.53,110.00,110.00,110.00,0.00,37.83,110.00,25.67,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.53,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,19.68,-15.16,34.84,30.97,19.03,18.39,
52,3,14:30:55 28/6/24,time,14:32:0 28/6/24,,,,open,53.75,18.00,0.00,110.00,110.00,0.00,0.00,0.00,74.50,0.00,0.00,0.00,0.00,68.90,110.00,110.00,110.00,72.47,110.00,110.00,110.00,0.00,37.93,110.00,25.73,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.43,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.94,21.29,12.26,34.52,30.97,19.03,18.39,
53,3,14:30:56 28/6/24,time,14:32:0 28/6/24,,,,open,54.38,18.50,0.00,110.00,110.00,0.00,0.00,0.00,74.43,0.00,0.00,0.00,0.00,68.67,110.00,110.00,110.00,72.57,110.00,110.00,110.00,0.00,37.83,110.00,25.63,110.00,110.00,110.00,110.00,110.00,98.70,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.30,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.97,-50.00,35.81,30.97,19.03,18.06,
54,3,14:30:57 28/6/24,time,14:32:0 28/6/24,,,,open,55.63,19.00,0.00,110.00,110.00,0.00,0.00,0.00,74.90,0.00,0.00,0.00,0.00,68.77,110.00,110.00,110.00,72.50,110.00,110.00,110.00,0.00,37.80,110.00,25.90,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.27,110.00,110.00,0.00,110.00,0.00,67.63,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.32,-50.00,34.84,30.97,19.03,18.71,
55,3,14:30:58 28/6/24,time,14:32:0 28/6/24,,,,open,56.25,19.50,0.00,110.00,110.00,0.00,0.00,0.00,74.50,0.00,0.00,0.00,0.00,68.97,110.00,110.00,110.00,72.53,110.00,110.00,110.00,0.00,37.70,110.00,25.73,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.50,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.97,-50.00,34.19,30.65,19.35,18.71,
56,3,14:30:59 28/6/24,time,14:32:0 28/6/24,,,,open,56.88,20.00,0.00,110.00,110.00,0.00,0.00,0.00,74.13,0.00,0.00,0.00,0.00,69.00,110.00,110.00,110.00,72.60,110.00,110.00,110.00,0.00,37.73,110.00,25.83,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.00,-50.00,35.16,30.65,19.35,18.71,
57,3,14:31:0 28/6/24,time,14:32:0 28/6/24,,,,open,58.13,20.00,0.00,110.00,110.00,0.00,0.00,0.00,74.80,0.00,0.00,0.00,0.00,67.97,110.00,110.00,110.00,72.47,110.00,110.00,110.00,0.00,37.73,110.00,25.53,110.00,110.00,110.00,110.00,110.00,99.13,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.47,101.63,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.65,-50.00,35.16,30.97,19.03,18.71,
58,3,14:31:1 28/6/24,time,14:32:0 28/6/24,,,,open,58.75,20.50,0.00,110.00,110.00,0.00,0.00,0.00,74.10,0.00,0.00,0.00,0.00,67.97,110.00,110.00,110.00,72.40,110.00,110.00,110.00,0.00,37.67,110.00,25.97,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.43,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,20.32,-50.00,34.52,30.97,19.03,18.71,
59,3,14:31:2 28/6/24,time,14:32:0 28/6/24,,,,open,59.38,21.00,0.00,110.00,110.00,0.00,0.00,0.00,74.43,0.00,0.00,0.00,0.00,68.47,110.00,110.00,110.00,72.53,110.00,110.00,110.00,0.00,37.67,110.00,26.03,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.43,101.63,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.71,23.23,8.39,34.52,30.65,19.35,17.74,
60,3,14:31:3 28/6/24,time,14:32:0 28/6/24,,,,open,60.63,21.50,0.00,110.00,110.00,0.00,0.00,0.00,74.13,0.00,0.00,0.00,0.00,68.03,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,37.90,110.00,25.90,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,70.90,110.00,110.00,0.00,110.00,0.00,67.43,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,24.19,15.48,8.71,34.52,30.65,19.35,19.03,
61,3,14:31:4 28/6/24,time,14:32:0 28/6/24,,,,open,61.25,22.00,0.00,110.00,110.00,0.00,0.00,0.00,74.23,0.00,0.00,0.00,0.00,67.80,110.00,110.00,110.00,72.53,110.00,110.00,110.00,0.00,37.70,110.00,26.17,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.43,101.77,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,18.71,-11.29,34.52,30.32,19.03,18.71,
62,3,14:31:5 28/6/24,time,14:32:0 28/6/24,,,,open,61.88,22.50,0.00,110.00,110.00,0.00,0.00,0.00,74.23,0.00,0.00,0.00,0.00,68.17,110.00,110.00,110.00,72.50,110.00,110.00,110.00,0.00,37.37,110.00,26.20,110.00,110.00,110.00,110.00,110.00,98.70,110.00,110.00,110.00,0.00,110.00,70.93,110.00,110.00,0.00,110.00,0.00,67.53,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,17.74,23.87,12.26,34.52,31.29,19.68,18.39,
63,3,14:31:6 28/6/24,time,14:32:0 28/6/24,,,,open,63.13,23.00,0.00,110.00,110.00,0.00,0.00,0.00,73.10,0.00,0.00,0.00,0.00,68.23,110.00,110.00,110.00,72.60,110.00,110.00,110.00,0.00,37.80,110.00,26.30,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.43,101.33,110.00,110.00,110.00,110.00,110.00,110.00,110.00,15.81,17.42,15.16,34.52,30.97,19.35,18.06,
64,3,14:31:7 28/6/24,time,14:32:0 28/6/24,,,,open,63.75,23.50,0.00,110.00,110.00,0.00,0.00,0.00,73.30,0.00,0.00,0.00,0.00,67.90,110.00,110.00,110.00,72.47,110.00,110.00,110.00,0.00,37.77,110.00,26.20,110.00,110.00,110.00,110.00,110.00,99.17,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.40,101.33,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.71,19.35,7.74,35.16,30.65,19.03,18.71,
65,3,14:31:8 28/6/24,time,14:32:0 28/6/24,,,,open,64.37,23.50,0.00,110.00,110.00,0.00,0.00,0.00,73.80,0.00,0.00,0.00,0.00,67.73,110.00,110.00,110.00,72.43,110.00,110.00,110.00,0.00,37.67,110.00,26.33,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.00,110.00,110.00,0.00,110.00,0.00,67.40,101.47,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.03,21.29,12.58,35.48,30.65,19.35,18.39,
66,3,14:31:9 28/6/24,time,14:32:0 28/6/24,,,,open,65.62,24.00,0.00,110.00,110.00,0.00,0.00,0.00,72.90,0.00,0.00,0.00,0.00,68.57,110.00,110.00,110.00,72.47,110.00,110.00,110.00,0.00,37.67,110.00,26.47,110.00,110.00,110.00,110.00,110.00,99.03,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.47,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,20.97,11.61,35.16,30.32,19.03,19.03,
67,3,14:31:10 28/6/24,time,14:32:0 28/6/24,,,,open,66.25,24.50,0.00,110.00,110.00,0.00,0.00,0.00,72.53,0.00,0.00,0.00,0.00,68.33,110.00,110.00,110.00,72.50,110.00,110.00,110.00,0.00,37.73,110.00,26.50,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.40,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.03,19.03,12.26,34.84,30.32,19.03,18.39,
68,3,14:31:11 28/6/24,time,14:32:0 28/6/24,,,,open,66.87,25.00,0.00,110.00,110.00,0.00,0.00,0.00,72.57,0.00,0.00,0.00,0.00,68.23,110.00,110.00,110.00,72.57,110.00,110.00,110.00,0.00,37.63,110.00,26.17,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,101.67,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.00,-50.00,35.16,30.65,19.35,18.71,
69,3,14:31:12 28/6/24,time,14:32:0 28/6/24,,,,open,68.12,25.50,0.00,110.00,110.00,0.00,0.00,0.00,72.30,0.00,0.00,0.00,0.00,68.53,110.00,110.00,110.00,72.50,110.00,110.00,110.00,0.00,37.57,110.00,26.73,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.33,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,20.65,-30.97,34.52,30.32,19.03,18.71,
70,3,14:31:13 28/6/24,time,14:32:0 28/6/24,,,,open,68.75,26.00,0.00,110.00,110.00,0.00,0.00,0.00,72.57,0.00,0.00,0.00,0.00,68.10,110.00,110.00,110.00,72.43,110.00,110.00,110.00,0.00,37.50,110.00,26.63,110.00,110.00,110.00,110.00,110.00,99.03,110.00,110.00,110.00,0.00,110.00,71.20,110.00,110.00,0.00,110.00,0.00,67.50,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.32,-5.16,34.84,30.97,19.35,18.39,
71,3,14:31:14 28/6/24,time,14:32:0 28/6/24,,,,open,69.37,26.50,0.00,110.00,110.00,0.00,0.00,0.00,72.40,0.00,0.00,0.00,0.00,68.00,110.00,110.00,110.00,72.60,110.00,110.00,110.00,0.00,37.57,110.00,26.37,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.53,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.65,-50.00,34.52,30.65,19.35,18.06,
72,3,14:31:15 28/6/24,time,14:32:0 28/6/24,,,,open,70.62,27.00,0.00,110.00,110.00,0.00,0.00,0.00,73.03,0.00,0.00,0.00,0.00,68.07,110.00,110.00,110.00,72.37,110.00,110.00,110.00,0.00,37.40,110.00,26.53,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.97,-50.00,34.84,30.65,20.65,18.71,
73,3,14:31:16 28/6/24,time,14:32:0 28/6/24,,,,open,71.25,27.00,0.00,110.00,110.00,0.00,0.00,0.00,72.73,0.00,0.00,0.00,0.00,68.30,110.00,110.00,110.00,72.27,110.00,110.00,110.00,0.00,37.27,110.00,26.50,110.00,110.00,110.00,110.00,110.00,99.03,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.43,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,20.32,-50.00,34.84,31.29,19.03,18.71,
74,3,14:31:17 28/6/24,time,14:32:0 28/6/24,,,,open,71.87,27.50,0.00,110.00,110.00,0.00,0.00,0.00,72.03,0.00,0.00,0.00,0.00,68.23,110.00,110.00,110.00,72.67,110.00,110.00,110.00,0.00,37.27,110.00,26.47,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,100.97,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.97,-50.00,34.84,30.32,19.35,19.03,
75,3,14:31:18 28/6/24,time,14:32:0 28/6/24,,,,open,73.12,28.00,0.00,110.00,110.00,0.00,0.00,0.00,72.33,0.00,0.00,0.00,0.00,67.70,110.00,110.00,110.00,71.90,110.00,110.00,110.00,0.00,37.20,110.00,26.20,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.53,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.32,-50.00,34.52,30.32,19.35,18.39,
76,3,14:31:19 28/6/24,time,14:32:0 28/6/24,,,,open,73.75,28.50,0.00,110.00,110.00,0.00,0.00,0.00,72.20,0.00,0.00,0.00,0.00,68.20,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,37.10,110.00,26.30,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.60,101.27,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.97,-50.00,34.52,30.32,19.35,18.06,
77,3,14:31:20 28/6/24,time,14:32:0 28/6/24,,,,open,74.37,29.00,0.00,110.00,110.00,0.00,0.00,0.00,72.13,0.00,0.00,0.00,0.00,68.20,110.00,110.00,110.00,72.47,110.00,110.00,110.00,0.00,37.03,110.00,26.17,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.43,101.20,110.00,110.00,110.00,110.00,110.00,110.00,110.00,16.77,19.03,-3.23,34.84,30.00,19.03,19.03,
78,3,14:31:21 28/6/24,time,14:32:0 28/6/24,,,,open,75.62,29.50,0.00,110.00,110.00,0.00,0.00,0.00,71.37,0.00,0.00,0.00,0.00,68.70,110.00,110.00,110.00,72.53,110.00,110.00,110.00,0.00,37.03,110.00,26.10,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.20,110.00,110.00,0.00,110.00,0.00,67.53,101.27,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.65,-49.03,34.19,30.00,19.03,19.03,
79,3,14:31:22 28/6/24,time,14:32:0 28/6/24,,,,open,76.25,30.00,0.00,110.00,110.00,0.00,0.00,0.00,71.40,0.00,0.00,0.00,0.00,68.63,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,37.00,110.00,25.87,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,23.87,11.61,33.87,30.32,19.35,18.39,
80,3,14:31:23 28/6/24,time,14:32:0 28/6/24,,,,open,76.87,30.50,0.00,110.00,110.00,0.00,0.00,0.00,71.20,0.00,0.00,0.00,0.00,68.43,110.00,110.00,110.00,72.50,110.00,110.00,110.00,0.00,37.03,110.00,25.90,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.33,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.65,-50.00,36.45,29.68,19.03,19.03,
81,3,14:31:24 28/6/24,time,14:32:0 28/6/24,,,,open,78.12,30.50,0.00,110.00,110.00,0.00,0.00,0.00,71.20,0.00,0.00,0.00,0.00,67.83,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,37.03,110.00,25.70,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.00,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.29,17.42,15.16,33.87,29.68,19.03,18.71,
82,3,14:31:25 28/6/24,time,14:32:0 28/6/24,,,,open,78.75,31.00,0.00,110.00,110.00,0.00,0.00,0.00,71.90,0.00,0.00,0.00,0.00,67.60,110.00,110.00,110.00,72.37,110.00,110.00,110.00,0.00,36.93,110.00,25.57,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.00,110.00,110.00,0.00,110.00,0.00,67.40,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,16.13,23.55,8.06,34.19,29.68,19.35,18.71,
83,3,14:31:26 28/6/24,time,14:32:0 28/6/24,,,,open,79.37,31.50,0.00,110.00,110.00,0.00,0.00,0.00,72.07,0.00,0.00,0.00,0.00,67.37,110.00,110.00,110.00,72.43,110.00,110.00,110.00,0.00,36.63,110.00,25.57,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.57,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.29,18.06,12.58,34.19,29.68,19.35,18.39,
84,3,14:31:27 28/6/24,time,14:32:0 28/6/24,,,,open,80.62,32.00,0.00,110.00,110.00,0.00,0.00,0.00,72.33,0.00,0.00,0.00,0.00,67.43,110.00,110.00,110.00,72.43,110.00,110.00,110.00,0.00,36.47,110.00,25.50,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.53,101.27,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.00,-50.00,34.52,30.00,19.35,18.06,
85,3,14:31:28 28/6/24,time,14:32:0 28/6/24,,,,open,81.25,32.50,0.00,110.00,110.00,0.00,0.00,0.00,72.43,0.00,0.00,0.00,0.00,67.87,110.00,110.00,110.00,72.00,110.00,110.00,110.00,0.00,36.40,110.00,25.63,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.60,101.80,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,20.65,-50.00,34.52,30.65,19.03,18.39,
86,3,14:31:29 28/6/24,time,14:32:0 28/6/24,,,,open,81.87,33.00,0.00,110.00,110.00,0.00,0.00,0.00,71.53,0.00,0.00,0.00,0.00,68.27,110.00,110.00,110.00,72.37,110.00,110.00,110.00,0.00,36.43,110.00,25.47,110.00,110.00,110.00,110.00,110.00,98.80,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.37,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,25.16,11.94,35.16,30.32,19.35,18.39,
87,3,14:31:30 28/6/24,time,14:32:0 28/6/24,,,,open,83.12,33.50,0.00,110.00,110.00,0.00,0.00,0.00,71.33,0.00,0.00,0.00,0.00,68.53,110.00,110.00,110.00,72.43,110.00,110.00,110.00,0.00,36.50,110.00,25.43,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.57,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,22.26,20.97,-21.61,34.19,29.68,19.03,18.71,
88,3,14:31:31 28/6/24,time,14:32:0 28/6/24,,,,open,83.75,34.00,0.00,110.00,110.00,0.00,0.00,0.00,71.00,0.00,0.00,0.00,0.00,68.33,110.00,110.00,110.00,72.43,110.00,110.00,110.00,0.00,36.40,110.00,25.43,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.40,101.20,110.00,110.00,110.00,110.00,110.00,110.00,110.00,24.52,21.94,11.94,33.55,29.68,18.71,18.06,
89,3,14:31:32 28/6/24,time,14:32:0 28/6/24,,,,open,84.37,34.00,0.00,110.00,110.00,0.00,0.00,0.00,71.37,0.00,0.00,0.00,0.00,68.10,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,36.30,110.00,25.13,110.00,110.00,110.00,110.00,110.00,99.17,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.33,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,23.55,21.94,-11.94,35.16,29.35,19.35,18.71,
90,3,14:31:33 28/6/24,time,14:32:0 28/6/24,,,,open,85.62,34.50,0.00,110.00,110.00,0.00,0.00,0.00,71.63,0.00,0.00,0.00,0.00,67.70,110.00,110.00,110.00,72.37,110.00,110.00,110.00,0.00,36.17,110.00,25.20,110.00,110.00,110.00,110.00,110.00,98.87,110.00,110.00,110.00,0.00,110.00,71.00,110.00,110.00,0.00,110.00,0.00,67.40,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,17.74,8.71,34.52,29.03,18.71,18.06,
91,3,14:31:34 28/6/24,time,14:32:0 28/6/24,,,,open,86.25,35.00,0.00,110.00,110.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,67.50,110.00,110.00,110.00,72.37,110.00,110.00,110.00,0.00,36.07,110.00,25.07,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.30,100.77,110.00,110.00,110.00,110.00,110.00,110.00,110.00,17.42,24.19,-14.52,34.52,29.35,19.68,18.71,
92,3,14:31:35 28/6/24,time,14:32:0 28/6/24,,,,open,86.87,35.50,0.00,110.00,110.00,0.00,0.00,0.00,72.37,0.00,0.00,0.00,0.00,67.63,110.00,110.00,110.00,72.27,110.00,110.00,110.00,0.00,35.87,110.00,25.23,110.00,110.00,110.00,110.00,110.00,98.97,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.47,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.32,-50.00,34.19,29.35,19.35,19.03,
93,3,14:31:36 28/6/24,time,14:32:0 28/6/24,,,,open,88.12,36.00,0.00,110.00,110.00,0.00,0.00,0.00,72.13,0.00,0.00,0.00,0.00,67.97,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,35.73,110.00,25.33,110.00,110.00,110.00,110.00,110.00,99.37,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.50,101.17,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,21.29,-50.00,34.52,29.35,19.03,18.39,
94,3,14:31:37 28/6/24,time,14:32:0 28/6/24,,,,open,88.75,36.50,0.00,110.00,110.00,0.00,0.00,0.00,71.60,0.00,0.00,0.00,0.00,68.67,110.00,110.00,110.00,72.43,110.00,110.00,110.00,0.00,35.77,110.00,25.30,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.40,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.97,-50.00,35.48,29.68,19.35,18.39,
95,3,14:31:38 28/6/24,time,14:32:0 28/6/24,,,,open,89.37,37.00,0.00,110.00,110.00,0.00,0.00,0.00,71.27,0.00,0.00,0.00,0.00,68.87,110.00,110.00,110.00,72.10,110.00,110.00,110.00,0.00,35.70,110.00,25.27,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.47,101.33,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,27.10,11.94,33.87,29.03,19.03,19.03,
96,3,14:31:39 28/6/24,time,14:32:0 28/6/24,,,,open,90.62,37.50,0.00,110.00,110.00,0.00,0.00,0.00,68.50,0.00,0.00,0.00,0.00,68.73,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,35.83,110.00,25.10,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.20,110.00,110.00,0.00,110.00,0.00,67.40,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,22.26,11.29,36.45,29.35,19.35,18.06,
97,3,14:31:40 28/6/24,time,14:32:0 28/6/24,,,,open,91.25,37.50,0.00,110.00,110.00,0.00,0.00,0.00,71.03,0.00,0.00,0.00,0.00,68.43,110.00,110.00,110.00,72.40,110.00,110.00,110.00,0.00,35.70,110.00,25.00,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.43,101.27,110.00,110.00,110.00,110.00,110.00,110.00,110.00,23.23,22.90,11.94,34.52,29.35,19.35,18.06,
98,3,14:31:41 28/6/24,time,14:32:0 28/6/24,,,,open,91.87,38.00,0.00,110.00,110.00,0.00,0.00,0.00,71.20,0.00,0.00,0.00,0.00,67.83,110.00,110.00,110.00,72.40,110.00,110.00,110.00,0.00,35.70,110.00,25.07,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.43,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,19.68,-50.00,33.55,29.03,19.35,18.71,
99,3,14:31:42 28/6/24,time,14:32:0 28/6/24,,,,open,93.12,38.50,0.00,110.00,110.00,0.00,0.00,0.00,71.57,0.00,0.00,0.00,0.00,67.60,110.00,110.00,110.00,72.13,110.00,110.00,110.00,0.00,35.73,110.00,25.10,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.47,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.29,25.16,7.74,33.87,29.03,19.03,18.06,
